"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @ProfTerryHughes: New York Times: Finally a good news story - ""Hope for Endangered Reefs"" @CoralCoE #ICRS2016 https://t.co/cAGExOaLYV",FALSE,0,NA,2016-06-24 13:58:13,FALSE,NA,"746341661983178753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GreySandsV",20,TRUE,FALSE,NA,NA
"The Fishing Daily is out! https://t.co/ANrrOA6GVF Stories via @PezzaFina @YvonneOverton @ericudler #icrs2016 #findingdory",FALSE,0,NA,2016-06-24 13:44:17,FALSE,NA,"746338158372085760",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","CaptKenLahr",0,FALSE,FALSE,NA,NA
"RT @emilysdarling: Hogan: Targeting areas with naturally high self-recruitment will be most effective for #lionfish culling efforts #icrs20…",FALSE,0,NA,2016-06-24 13:29:18,FALSE,NA,"746334387889807360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SPBombaci",5,TRUE,FALSE,NA,NA
"RT @dobura: #icrs2016 Mike Beck on the new world in data - ""Scientists need to welcome big and open data, to benefit all"" - and better save…",FALSE,0,NA,2016-06-24 13:18:04,FALSE,NA,"746331557867159554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beatrixparis",4,TRUE,FALSE,NA,NA
"RT @phmontoya: We´ve been told! A living #CoralReef or #Shark is worth more than a dead one! #ICRS2016 https://t.co/v4rCe6yF2d",FALSE,0,NA,2016-06-24 13:15:16,FALSE,NA,"746330853408641025",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","tiger_n_raggie",1,TRUE,FALSE,NA,NA
"RT @CoralReefFish: Comeros-Raynal: large Sparid fishes threatened in South Africa, Med, and SE Asia #ICRS2016 https://t.co/IKAqfBbLzQ",FALSE,0,NA,2016-06-24 13:09:13,FALSE,NA,"746329331866152960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HenriquesRo",0,TRUE,FALSE,NA,NA
"RT @salexander_11: Of interest: Navigating governance networks for community based conservation https://t.co/Y98bjakQkJ #ICRS2016 https://t…",FALSE,0,NA,2016-06-24 13:02:54,FALSE,NA,"746327742019477504",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CCRN_news",2,TRUE,FALSE,NA,NA
"RT @NOAAFish_PIRO: In the Pacific Islands, all #coralreefs are essential fish habitat: https://t.co/WufkY45QOb #ICRS2016 #EFH20 https://t.c…",FALSE,0,NA,2016-06-24 12:48:52,FALSE,NA,"746324209719181313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReefLife911",3,TRUE,FALSE,NA,NA
"We´ve been told! A living #CoralReef or #Shark is worth more than a dead one! #ICRS2016 https://t.co/v4rCe6yF2d",FALSE,0,NA,2016-06-24 12:46:19,FALSE,NA,"746323568397529088",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","phmontoya",1,FALSE,FALSE,NA,NA
"RT @TheCoralReefLab: @TheCoralReefLab's @ElenaBollati on mesophotic #coral GFP photoconversion at #ICRS2016 (https://t.co/4UQRTyUbUN) https…",FALSE,0,NA,2016-06-24 12:44:14,FALSE,NA,"746323043010543616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrAdamReed",2,TRUE,FALSE,NA,NA
"RT @NOAAFish_PIRO: In the Pacific Islands, all #coralreefs are essential fish habitat: https://t.co/WufkY45QOb #ICRS2016 #EFH20 https://t.c…",FALSE,0,NA,2016-06-24 12:41:52,FALSE,NA,"746322449877336065",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NOAAHabitat",3,TRUE,FALSE,NA,NA
"RT @ProfTerryHughes: Please listen- ""I do believe we can save the #GreatBarrierReef, but we have to try harder"" #ICRS2016 https://t.co/j5xa…",FALSE,0,NA,2016-06-24 12:15:30,FALSE,NA,"746315812827439104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReefLife911",90,TRUE,FALSE,NA,NA
"RT @ICRS2016: Then this happened... #ICRS2016 https://t.co/vIzYh9OoUL",FALSE,0,NA,2016-06-24 11:54:09,FALSE,NA,"746310439378640896",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","VossLaboratory",15,TRUE,FALSE,NA,NA
"RT @ProfTerryHughes: Please listen- ""I do believe we can save the #GreatBarrierReef, but we have to try harder"" #ICRS2016 https://t.co/j5xa…",FALSE,0,NA,2016-06-24 11:50:32,FALSE,NA,"746309531064537088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","forceblueteam",90,TRUE,FALSE,NA,NA
"RT @physiologyfish: Can #corals recover? If they can regenerate new tissue, keep their good microbes &amp; don't get vibrio, then maybe, says @…",FALSE,0,NA,2016-06-24 11:50:09,FALSE,NA,"746309433471475713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","forceblueteam",9,TRUE,FALSE,NA,NA
"RT @Futureforcoral: Figuring out how to determine sustainable yields for reef fisheries with Tim McClanahan. #ICRS2016 https://t.co/W5HMufr…",FALSE,0,NA,2016-06-24 11:48:21,FALSE,NA,"746308980687904768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","InnocentNgao",2,TRUE,FALSE,NA,NA
"Answering some emails I have had regarding #ICRS2016 claims, just to note, Fiji is NOT a #shark sanctuary.",FALSE,0,NA,2016-06-24 11:30:21,FALSE,NA,"746304452357849088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IanFisheries",0,FALSE,FALSE,NA,NA
"RT @MattTietbs47: Reef-inian Rhapsody probably the best #Queen remix I've ever heard! Do I laugh or cry though?? #slightlyconfused #ICRS201…",FALSE,0,NA,2016-06-24 11:29:55,FALSE,NA,"746304342018273281",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MadAboutMarine",3,TRUE,FALSE,NA,NA
"RT @physiologyfish: Summary #ICRS2016 tweet-up points via @seakaterun @MattTietbs47 @CoralCoE @CoralReefFish @bluecology @wrong_whale https…",FALSE,0,NA,2016-06-24 11:24:33,FALSE,NA,"746302989959258112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenn_tanner",12,TRUE,FALSE,NA,NA
"RT @LivingOceansFdn: Little drupella snails not only eat #coral, they make them more susceptible to pathogens and disease #ICRS2016 https:/…",FALSE,0,NA,2016-06-24 11:20:37,FALSE,NA,"746302002515353600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DosMaresCA",1,TRUE,FALSE,NA,NA
"RT @reefgenomics: #ICRS2016 I always wish Nancy Knowlton has more time to speak: what she says is insightful, intelligible, and true!",FALSE,0,NA,2016-06-24 11:16:46,FALSE,NA,"746301032234254336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlelimonHA",1,TRUE,FALSE,NA,NA
"RT @reefgenomics: #ICRS2016 great talk by Howell: Persian/Arabian Gulf hosts corals living in 21st century temperatures https://t.co/MwDtsh…",FALSE,0,NA,2016-06-24 11:14:10,FALSE,NA,"746300379223097346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlelimonHA",2,TRUE,FALSE,NA,NA
"RT @physiologyfish: Can #corals recover? If they can regenerate new tissue, keep their good microbes &amp; don't get vibrio, then maybe, says @…",FALSE,0,NA,2016-06-24 10:59:43,FALSE,NA,"746296741490728960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","biolumiJEFFence",9,TRUE,FALSE,NA,NA
"The latest Efin Muttaqin Daily Post !!! https://t.co/WZXBaPalvf Thanks to @coral_org #icrs2016 #elniño",FALSE,0,NA,2016-06-24 10:58:57,FALSE,NA,"746296548787691521",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","eponky",0,FALSE,FALSE,NA,NA
"RT @NerdyChristie: This is the nerdiest thing ever. #ICRS2016 #FindingNemo https://t.co/jMS6iUaPNy",FALSE,0,NA,2016-06-24 10:51:48,FALSE,NA,"746294748663558144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeSimmonds",9,TRUE,FALSE,NA,NA
"RT @BillLeggat1: #ICRS2016  @CoralTrace talking about her science paper out today https://t.co/qRxo6bniHi https://t.co/R8Qa4kNIXH",FALSE,0,NA,2016-06-24 10:48:50,FALSE,NA,"746294003037966336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlelimonHA",4,TRUE,FALSE,NA,NA
"RT @hannah_eps: Coral reef scientists x Bohemian Rhapsody. What could be better? #ICRS2016 (Nice work @SJBrandl_23 et al) https://t.co/a551…",FALSE,0,NA,2016-06-24 10:46:42,FALSE,NA,"746293464531230720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcmsharksxx",1,TRUE,FALSE,NA,NA
"RT @HugePossum: Real marine conservation outcomes at hugescale with #Marxan #ICRS2016 https://t.co/YI6c9zPlUL",FALSE,0,NA,2016-06-24 10:43:09,FALSE,NA,"746292571211599872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","pengchiara",5,TRUE,FALSE,NA,NA
"Coral reef scientists x Bohemian Rhapsody. What could be better? #ICRS2016 (Nice work @SJBrandl_23 et al) https://t.co/a551KI1Fbk",FALSE,0,NA,2016-06-24 10:42:40,FALSE,NA,"746292452118564865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hannah_eps",1,FALSE,FALSE,NA,NA
"RT @rmacpherson: Friday 3pm, Rm 314 during Large Reef Predators session: Get a peek @ new policy tool 4 shark conservation. #ICRS2016 https…",FALSE,0,NA,2016-06-24 10:41:53,FALSE,NA,"746292255238008832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BiminiSharkGirl",8,TRUE,FALSE,NA,NA
"RT @spinnershark7: Tomorrow is large predator day at #ICRS2016! Check into Session 22 to talk reef predator science &amp; conservation https://…",FALSE,0,NA,2016-06-24 10:35:27,FALSE,NA,"746290636647596032",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","ma_macneil",5,TRUE,FALSE,NA,NA
"RT @NerdyChristie: This is the nerdiest thing ever. #ICRS2016 #FindingNemo https://t.co/jMS6iUaPNy",FALSE,0,NA,2016-06-24 10:35:05,FALSE,NA,"746290543777325056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaurenNadler",9,TRUE,FALSE,NA,NA
"RT @DrJDonel: So many forks and knives! #ICRS2016  https://t.co/XP64oj279w",FALSE,0,NA,2016-06-24 10:34:18,FALSE,NA,"746290345210585088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaurenNadler",1,TRUE,FALSE,NA,NA
"RT @physiologyfish: Can #corals recover? If they can regenerate new tissue, keep their good microbes &amp; don't get vibrio, then maybe, says @…",FALSE,0,NA,2016-06-24 10:32:40,FALSE,NA,"746289933283794944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaurenNadler",9,TRUE,FALSE,NA,NA
"RT @ICRS2016: Then this happened... #ICRS2016 https://t.co/vIzYh9OoUL",FALSE,0,NA,2016-06-24 10:16:18,FALSE,NA,"746285817698484224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MariaBeger",15,TRUE,FALSE,NA,NA
"RT @stephwear: My only words... Pure brilliance. #ICRS2016 #reefresilience https://t.co/pKmuCQTOIW",FALSE,0,NA,2016-06-24 10:11:12,FALSE,NA,"746284530420482049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MariaBeger",7,TRUE,FALSE,NA,NA
"RT @j_a_mcgowan: @cdkuempel tackles the expand  vs enforce dichotomy in MPAs .... Enforcement critical in maximising fish biomass @ARC_CEED…",FALSE,0,NA,2016-06-24 10:10:06,FALSE,NA,"746284256976986114",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MariaBeger",3,TRUE,FALSE,NA,NA
"RT @HugePossum: Real marine conservation outcomes at hugescale with #Marxan #ICRS2016 https://t.co/YI6c9zPlUL",FALSE,0,NA,2016-06-24 10:10:00,FALSE,NA,"746284231307845632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MariaBeger",5,TRUE,FALSE,NA,NA
"RT @Rebeccaweeks: Welly: MPA design is 10% data, 90% achieving stakeholder &amp; political consensus @CoralACenter #ICRS2016",FALSE,0,NA,2016-06-24 10:09:52,FALSE,NA,"746284197417910273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MauiReefs",4,TRUE,FALSE,NA,NA
"RT @rmacpherson: Friday 3pm, Rm 314 during Large Reef Predators session: Get a peek @ new policy tool 4 shark conservation. #ICRS2016 https…",FALSE,0,NA,2016-06-24 10:09:07,FALSE,NA,"746284008862973952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcmsharksxx",8,TRUE,FALSE,NA,NA
"RT @GAhmadia: Not a bad location for a post-conference meeting @MariaBeger #ICRS2016 https://t.co/vvHrwPXgwO",FALSE,0,NA,2016-06-24 10:07:52,FALSE,NA,"746283694961262592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MariaBeger",2,TRUE,FALSE,NA,NA
"RT @paloma_matis: Enjoying the conference dinner after surviving a few days of the coral reef science Olympics #ICRS2016 ������������������ https://t.co/b…",FALSE,0,NA,2016-06-24 10:06:27,FALSE,NA,"746283337933676544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaurenNadler",3,TRUE,FALSE,NA,NA
"RT @Rebeccaweeks: Welly: MPA design is 10% data, 90% achieving stakeholder &amp; political consensus @CoralACenter #ICRS2016",FALSE,0,NA,2016-06-24 10:05:46,FALSE,NA,"746283163240960002",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MariaBeger",4,TRUE,FALSE,NA,NA
"@infopresidencia Aloha desde #ICRS2016 acudimos al DERECHO DE PETICIÓN para que se protejan #CoralesBahíaCartagena https://t.co/5YOyTjbGAX",FALSE,0,"infopresidencia",2016-06-24 10:02:49,FALSE,NA,"746282422891745281","312887235","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ICRIcolombia",0,FALSE,FALSE,NA,NA
"RT @taotaotasi: Sol collects signatures while Lisa takes photos #ICRS2016 https://t.co/08CwbA8vUR",FALSE,0,NA,2016-06-24 10:02:33,FALSE,NA,"746282355568975872",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mattfishrand",2,TRUE,FALSE,NA,NA
"@ESPMasonU #ICRS2016  https://t.co/EatFTyjNrU",FALSE,0,"ESPMasonU",2016-06-24 10:00:43,FALSE,NA,"746281895277666304","3095594711","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leila_ghostbird",0,FALSE,FALSE,NA,NA
"RT @watsonsueann: #ICRS2016 reuse your cutlery from today for lunch tomorrow and we can save 5000 pieces of #plastic",FALSE,0,NA,2016-06-24 09:56:45,FALSE,NA,"746280895972270080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chaoyangkuo",1,TRUE,FALSE,NA,NA
"RT @ICRS2016: Then this happened... #ICRS2016 https://t.co/vIzYh9OoUL",FALSE,0,NA,2016-06-24 09:41:56,FALSE,NA,"746277169224048646",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","afrittspenniman",15,TRUE,FALSE,NA,NA
"#ICRS2016 the after party is at #HarborPub @ICRS2016 #Guam https://t.co/QQ6GxmDMZX",FALSE,1,NA,2016-06-24 09:25:44,FALSE,NA,"746273091664285696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","peterericthor",0,FALSE,FALSE,NA,NA
"RT @ZLCowan: T-24 hours... ""Predation on crown-of-thorns starfish larvae by damselfishes"" 2.45 pm, Rm 313A #ICRS2016 @CoralCoE https://t.co…",FALSE,0,NA,2016-06-24 09:24:21,FALSE,NA,"746272743587454976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jordiocean",2,TRUE,FALSE,NA,NA
"RT @JK_Matley: #coraltrout show local acclimation to temperature variation. Great #ICRS2016 talk @CoralCoE student Molly Scott",FALSE,0,NA,2016-06-24 09:19:19,FALSE,NA,"746271475536035840",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","elodie_ledee",4,TRUE,FALSE,NA,NA
"RT @spinnershark7: Tomorrow is large predator day at #ICRS2016! Check into Session 22 to talk reef predator science &amp; conservation https://…",FALSE,0,NA,2016-06-24 09:18:21,FALSE,NA,"746271232702615552",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","elodie_ledee",5,TRUE,FALSE,NA,NA
"RT @MadAboutMarine: Resilience Rhapsody - communicating science at its absolute best #ICRS2016 https://t.co/pwhfZpODPu",FALSE,0,NA,2016-06-24 09:15:39,FALSE,NA,"746270553955196928",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","CloudyPogoreutz",2,TRUE,FALSE,NA,NA
"RT @stephwear: My only words... Pure brilliance. #ICRS2016 #reefresilience https://t.co/pKmuCQTOIW",FALSE,0,NA,2016-06-24 09:14:43,FALSE,NA,"746270319984316416",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","CloudyPogoreutz",7,TRUE,FALSE,NA,NA
"RT @ICRS2016: Then this happened... #ICRS2016 https://t.co/vIzYh9OoUL",FALSE,0,NA,2016-06-24 09:12:14,FALSE,NA,"746269694722596866",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","CloudyPogoreutz",15,TRUE,FALSE,NA,NA
"RT @MadAboutMarine: Resilience Rhapsody - communicating science at its absolute best #ICRS2016 https://t.co/pwhfZpODPu",FALSE,0,NA,2016-06-24 09:08:31,FALSE,NA,"746268759489339392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MattTietbs47",2,TRUE,FALSE,NA,NA
"RT @DrMaggieHardy: So exciting -- we talk #ICRS2016 #NatSciWk #NIW2016 and #vaccination for #whoopingcough, plus that spiderweb violin! htt…",FALSE,0,NA,2016-06-24 09:05:46,FALSE,NA,"746268064237260800",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RNDrive",1,TRUE,FALSE,NA,NA
"So exciting -- we talk #ICRS2016 #NatSciWk #NIW2016 and #vaccination for #whoopingcough, plus that spiderweb violin! https://t.co/pMJjoj31rM",FALSE,1,NA,2016-06-24 09:03:19,FALSE,NA,"746267447796215808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrMaggieHardy",1,FALSE,FALSE,NA,NA
"RT @ICRS2016: ""Many of the chemicals that you are washing down the sink survive filtration and end up in the ocean."" #ICRS2016 https://t.co…",FALSE,0,NA,2016-06-24 08:58:53,FALSE,NA,"746266333906493440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kirstencarlson",6,TRUE,FALSE,NA,NA
"RT @spinnershark7: Tomorrow is large predator day at #ICRS2016! Check into Session 22 to talk reef predator science &amp; conservation https://…",FALSE,0,NA,2016-06-24 08:58:41,FALSE,NA,"746266281993592834",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OrnellaWeideli",5,TRUE,FALSE,NA,NA
"@OneSwellLife love the stuff you're posting about #ICRS2016 !",FALSE,1,"OneSwellLife",2016-06-24 08:57:26,FALSE,NA,"746265967592775680","631410000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kirstencarlson",0,FALSE,FALSE,NA,NA
"RT @OneSwellLife: DYK: tropical cyclone Winston that battered Fiji actually cooled waters around GBR &amp; literally ""saved"" south/central cora…",FALSE,0,NA,2016-06-24 08:56:48,FALSE,NA,"746265808012091392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kirstencarlson",1,TRUE,FALSE,NA,NA
"RT @ICRS2016: Then this happened... #ICRS2016 https://t.co/vIzYh9OoUL",FALSE,0,NA,2016-06-24 08:54:56,FALSE,NA,"746265337549590529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarkEakin",15,TRUE,FALSE,NA,NA
"RT @imkristenbrown: Did u miss the #ICRS2016 poster sessions? Don't worry they're still up &amp; e-posters online: 
https://t.co/Ufif71ngCz htt…",FALSE,0,NA,2016-06-24 08:54:23,FALSE,NA,"746265199531876352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kirstencarlson",7,TRUE,FALSE,NA,NA
"RT @Rebeccaweeks: Recurring #ICRS2016 theme 6: native Hawaiians are amazing orators and storytellers!",FALSE,0,NA,2016-06-24 08:54:05,FALSE,NA,"746265126815203333",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kirstencarlson",6,TRUE,FALSE,NA,NA
"RT @ICRS2016: Then this happened... #ICRS2016 https://t.co/vIzYh9OoUL",FALSE,0,NA,2016-06-24 08:53:13,FALSE,NA,"746264909030227968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reefgenomics",15,TRUE,FALSE,NA,NA
"RT @oceansolutions: #ICRS2016 organizers urge scientists to sign letter TODAY supporting expansion of Papahanaumokuakea: https://t.co/sHd0Z…",FALSE,0,NA,2016-06-24 08:52:37,FALSE,NA,"746264754784632832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kirstencarlson",2,TRUE,FALSE,NA,NA
"Ocean-themed artwork #icrs2016 #oahu #honolulu #hawaii @ Hawaii Convention Center https://t.co/l3pHYGlZdq",FALSE,1,NA,2016-06-24 08:45:01,FALSE,NA,"746262842802855937",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","findingjemo",0,FALSE,FALSE,NA,NA
"The latest Jack Tar Magazine Fisheries News! https://t.co/gseia4e0Ma Thanks to @KAWatson6 @SigmarIrl @tlhapi_jr #fisheries #icrs2016",FALSE,0,NA,2016-06-24 08:42:37,FALSE,NA,"746262239095689216",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","JackTarMedia",0,FALSE,FALSE,NA,NA
"RT @wrong_whale: Shuffling the deck - coral symbionts. Notes on A Baker, Kushlan, terHorst, and van Oppen #ICRS2016 https://t.co/jQ85sqJ8Bc",FALSE,0,NA,2016-06-24 08:40:44,FALSE,NA,"746261764803682305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jess_carilli",11,TRUE,FALSE,NA,NA
"RT @Rebeccaweeks: Welly: MPA design is 10% data, 90% achieving stakeholder &amp; political consensus @CoralACenter #ICRS2016",FALSE,0,NA,2016-06-24 08:38:26,FALSE,NA,"746261188447637504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","footesea",4,TRUE,FALSE,NA,NA
"RT @MarthaNewKins: #ResilienceRhapsody #ICRS2016  https://t.co/UcPc5xMHHQ",FALSE,0,NA,2016-06-24 08:29:56,FALSE,NA,"746259046366273540",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NerdyChristie",1,TRUE,FALSE,NA,NA
"RT @wrong_whale: Jump in the water! Notes on @petemumby #ICRS2016 plenary https://t.co/TeAaIeHNZm",FALSE,0,NA,2016-06-24 08:28:16,FALSE,NA,"746258628584181764",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GAhmadia",7,TRUE,FALSE,NA,NA
"RT @rmacpherson: Friday 3pm, Rm 314 during Large Reef Predators session: Get a peek @ new policy tool 4 shark conservation. #ICRS2016 https…",FALSE,0,NA,2016-06-24 08:27:24,FALSE,NA,"746258409490620416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Steph_Barbier_",8,TRUE,FALSE,NA,NA
"RT @sararoxyoursox: This was so nerdy and I loved every second of it #ICRS2016 https://t.co/pWKZBxLihI",FALSE,0,NA,2016-06-24 08:25:25,FALSE,NA,"746257910657777664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashore2488",1,TRUE,FALSE,NA,NA
"RT @ICRS2016: Then this happened... #ICRS2016 https://t.co/vIzYh9OoUL",FALSE,0,NA,2016-06-24 08:24:36,FALSE,NA,"746257704595841025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JacobEurich",15,TRUE,FALSE,NA,NA
"RT @smangubhai: @wcsfiji @wcsmelanesia team rocking #icrs2016 with great science and style! https://t.co/xmUnmPDUtR",FALSE,0,NA,2016-06-24 08:22:28,FALSE,NA,"746257167053783040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yashu_12",1,TRUE,FALSE,NA,NA
"RT @stephwear: My only words... Pure brilliance. #ICRS2016 #reefresilience https://t.co/pKmuCQTOIW",FALSE,0,NA,2016-06-24 08:22:06,FALSE,NA,"746257077169856514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yashu_12",7,TRUE,FALSE,NA,NA
"RT @MarthaNewKins: Traditional #Hawaiian chant at #ICRS2016 banquet https://t.co/HJBcOxX5Ic",FALSE,0,NA,2016-06-24 08:20:43,FALSE,NA,"746256727176318976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FredrikMoberg",1,TRUE,FALSE,NA,NA
"RT @RJLilley: Can you help us achieve our goal to save #seagrass? Look what a few boats can do! https://t.co/REluvp9f61 #ICRS2016 https://t…",FALSE,0,NA,2016-06-24 08:20:35,FALSE,NA,"746256692854263809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aurelien_boye",9,TRUE,FALSE,NA,NA
"RT @ElisaBayra: When in Rome, do as the Roman's do! Or Hawaii at #ICRS2016 @HugePossum  @ARC_CEED #conservation #marxan https://t.co/0S4tfk…",FALSE,0,NA,2016-06-24 08:15:34,FALSE,NA,"746255431408852997",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AChauvenet",1,TRUE,FALSE,NA,NA
"This was so nerdy and I loved every second of it #ICRS2016 https://t.co/pWKZBxLihI",FALSE,5,NA,2016-06-24 08:14:57,FALSE,NA,"746255276555247617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sararoxyoursox",1,FALSE,FALSE,NA,NA
